sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate
DQ275583	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	-	-	2006	858	30-Apr-2006	26-Jul-2016	Canis familiaris	17869366	V512
DQ275584	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V513
DQ275585	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	585	30-Apr-2006	26-Jul-2016	mongoose	17869366	V514
DQ275586	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V515
DQ275587	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	599	30-Apr-2006	26-Jul-2016	mongoose	17869366	V516
DQ275588	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V517
DQ275589	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	883	30-Apr-2006	26-Jul-2016	mongoose	17869366	V518
DQ275590	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V519
DQ275591	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	419	30-Apr-2006	26-Jul-2016	mongoose	17869366	V520
DQ275592	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	841	30-Apr-2006	26-Jul-2016	mongoose	17869366	V522
DQ275593	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V524
DQ275594	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	598	30-Apr-2006	26-Jul-2016	mongoose	17869366	V525
DQ275595	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	604	30-Apr-2006	26-Jul-2016	mongoose	17869366	V526
DQ275596	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	370	30-Apr-2006	26-Jul-2016	mongoose	17869366	V527
DQ275597	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	599	30-Apr-2006	26-Jul-2016	Felis catus	17869366	V508
DQ447947	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Fortaleza	1997	1997	1997	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu4531
DQ447948	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	1998	1998	1998	320	15-Apr-2006	26-Jul-2016	17326958	-	brcth4122
DQ447949	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Caucaia	2000	2000	2000	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu5325
DQ447950	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Caucaia	2000	2000	2000	320	15-Apr-2006	26-Jul-2016	17326958	-	brdg5360
DQ447951	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Paracuru	2000	2000	2000	320	15-Apr-2006	26-Jul-2016	17326958	-	brcth5361
DQ447954	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Caucaia	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu5691
DQ447955	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Maranguape	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brdg5693
DQ447956	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Barroquinha	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brcth5695
DQ447957	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Caninde	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brcth5697
DQ447958	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Maranguape	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brcth5692
DQ447959	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Maranguape	2001	2001	2001	320	15-Apr-2006	26-Jul-2016	17326958	-	brpcr5698
DQ447962	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Fortaleza	2002	2002	2002	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu138
DQ447963	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Fortaleza	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu142
DQ447964	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Umirim	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu130
DQ447965	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Fortaleza	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu146
DQ447966	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Tururu	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu145
DQ447967	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Fortaleza	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu129
DQ447968	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Maracanau	2003	2003	2003	320	15-Apr-2006	26-Jul-2016	17326958	-	brhmu131
DQ497415	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Paraíba	2001	2001	2001	438	12-Jun-2006	14-Jul-2016	Canis	15863275	2217
DQ497416	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Paraíba	2001	2001	2001	438	12-Jun-2006	14-Jul-2016	Canis	15863275	2263
DQ640244	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2006	165	17-Jul-2006	14-Jul-2016	Homo sapiens	-	92
DQ661014	AL_Cosmopolitan_Vac	Cosmopolitan Vac	BRA	Brazil	-	2000	2000	2000	513	12-Jul-2006	01-Dec-2008	Felis catus	-	LVC41
DQ837167	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	548	09-Aug-2006	14-Jul-2016	Felis catus	-	V1039
DQ837168	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	520	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1044
DQ837169	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	548	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1048
DQ837170	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	566	09-Aug-2006	14-Jul-2016	Felis catus	-	V1050
DQ837171	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	547	09-Aug-2006	14-Jul-2016	Bos taurus	-	V1054
DQ837172	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	544	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1056
DQ837173	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	549	09-Aug-2006	14-Jul-2016	Ovis aries	-	V1060
DQ837175	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	523	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1063
DQ837176	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2000	2000	2000	531	09-Aug-2006	14-Jul-2016	Capra hircus	-	V1069
DQ837177	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2001	2001	2001	518	09-Aug-2006	14-Jul-2016	Sus scrofa	-	V1070
DQ837178	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2001	2001	2001	579	09-Aug-2006	14-Jul-2016	mongoose	-	V1079
DQ837179	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	548	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1095
DQ837180	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	549	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1108
DQ837181	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	541	09-Aug-2006	14-Jul-2016	Canis familiaris	-	V1115
DQ837182	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	551	09-Aug-2006	14-Jul-2016	Ovis aries	-	V1117
DQ837183	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	557	09-Aug-2006	14-Jul-2016	mongoose	-	V1121
DQ837184	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CUB	Cuba	-	2002	2002	2002	552	09-Aug-2006	14-Jul-2016	Felis catus	-	V1129
EF152231	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2002	2002	2002	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	1406CthPE/2002
EF152232	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Bahia	2004	2004	2004	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	9336CthBA/2004
EF152233	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2002	2002	2002	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	1407CthPE/2002
EF152234	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2006	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	10563CthBA/2003
EF152235	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2002	2002	2002	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	1403CthPE/2002
EF152236	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	4368CthPI/2005
EF152237	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Felis catus	17889396	10566ctPB/2003
EF152238	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Felis catus	17889396	10568ctPB/2003
EF152239	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Felis catus	17889396	10564ctPB/2003
EF152240	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Felis catus	17889396	10562ctPB/2003
EF152241	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6334CthPI/2005
EF152242	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	4367CthPI/2005
EF152243	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	4372CthPI/2005
EF152244	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	4369CthPI/2005
EF152245	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6976CthPE/2005
EF152246	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Pseudalopex vetulus	17889396	4371PvePI/2005
EF152247	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2004	2004	2004	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6129CthPI/2004
EF152248	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6967CthPE/2005
EF152249	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	6968dgPE/2005
EF152250	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6971CthPE/2005
EF152251	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6974CthPE/2005
EF152252	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6975CthPE/2005
EF152253	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6978CthPE/2005
EF152254	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6980CthPE/2005
EF152255	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6970CthPE/2005
EF152256	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6973CthPE/2005
EF152257	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2006	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6977CthPE/2005
EF152258	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Homo sapiens	17889396	6981hmPE/2005
EF152259	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	1406CthPE/2005
EF152260	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	9369dgPE/2005
EF152261	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	9370dgPE/2005
EF152262	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	9371dgPE/2005
EF152263	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	9372dgPE/2005
EF152264	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	10561dgPB/2003
EF152265	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Felis catus	17889396	10562ctPB/2003
EF152266	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Paraíba	2003	2003	2003	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	10565dgPB/2003
EF152267	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2006	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	5070CthPI/2005
EF152268	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Sergipe	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	6049dgSE/2005
EF152269	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Sergipe	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	6050dgSE/2005
EF152270	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Pseudalopex vetulus	17889396	6333PvePI/2005
EF152271	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2006	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	6368CthPI/2005
EF152272	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Bahia	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	7576CthBA/2005
EF152273	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Bahia	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	7578CthBA/2005
EF152274	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Bahia	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Cerdocyon thous	17889396	7579CthBA/2005
EF152275	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Maranhão	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	8257dgMA/2005
EF152276	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	8575dgPA/2005
EF152277	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	8578dgPA/2005
EF152278	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	8587dgPA/2005
EF152279	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	8590dgPA/2005
EF152280	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Alagoas	2005	2005	2005	1394	26-Dec-2006	14-Jul-2016	Canis familiaris	17889396	9479dgAL/2005
EF194159	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2003	2003	2003	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	4372CthPI/2003
EF194160	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Bahia	2004	2004	2004	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	9339CthBA/2004
EF194161	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2007	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	10563CthBA/2003
EF194162	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	6976CthPE/2005
EF194163	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Sergipe	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	6053CthSE/2005
EF194164	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	6334CthPI/2005
EF194165	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Piauí 	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Cerdocyon thous	17889396	6335CthPI/2005
EF194166	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Canis familiaris	17889396	8581dgPA/2005
EF194167	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pará	2005	2005	2005	1394	14-Jan-2007	14-Jul-2016	Canis familiaris	17889396	8589dgPA/2005
EF363731	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Barra do Corda	2006	2006	2006	1376	12-Feb-2007	14-Jul-2016	Canis familiaris	20637811	IP1297Maranhao/2006
EF377583	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Zona Bananera	2000	2000	2000	264	18-Feb-2007	14-Jul-2016	Vulpes vulpes	17643540	F04/00
EF377584	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Aracataca	2002	2002	2002	264	18-Feb-2007	14-Jul-2016	Vulpes vulpes	17643540	F16/02
EF377585	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Bolivar	1997	1997	1997	264	18-Feb-2007	14-Jul-2016	Homo sapiens	17643540	H03/97
EF377586	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Pivijay	2001	2001	2001	264	18-Feb-2007	14-Jul-2016	Felis catus	17643540	CT2/01
EF377587	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Plato	2002	2002	2002	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C02/02
EF377588	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Sierra Nevada	2001	2001	2001	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C57/01
EF377589	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Retén	2001	2001	2001	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C09/01
EF377590	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Fundación	2004	2004	2004	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C03/04
EF377591	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Ciénaga	1999	1999	1999	264	18-Feb-2007	14-Jul-2016	Homo sapiens	17643540	H06/99
EF377592	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Chivolo	2004	2004	2004	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C01/04
EF377593	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Zona Bananera	2001	2001	2001	264	18-Feb-2007	14-Jul-2016	Felis catus	17643540	CT1/01
EF377594	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Aracataca	2000	2000	2000	264	18-Feb-2007	14-Jul-2016	Vulpes vulpes	17643540	F02/00
EF377595	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Pivijay	2003	2003	2003	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C01/03
EF377596	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Chivolo	2004	2004	2004	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C02/04
EF377597	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Fundación	2000	2000	2000	264	18-Feb-2007	14-Jul-2016	Vulpes vulpes	17643540	F07/00
EF377598	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Ciénaga	2001	2001	2001	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C08/01
EF377599	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Malambo	2002	2002	2002	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C01/02
EF377600	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Fundación	2003	2003	2003	264	18-Feb-2007	14-Jul-2016	Vulpes vulpes	17643540	F18/02
EF377601	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Ciénaga	2003	2003	2003	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C02/03
EF377602	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Fundación	2003	2003	2003	264	18-Feb-2007	14-Jul-2016	Vulpes vulpes	17643540	F19/02
EF377603	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	San Juan Nepomuceno	2001	2001	2001	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C04/01
EF377604	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Zona Bananera	2002	2002	2002	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C03/02
EF377605	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Pivijay	2003	2003	2003	264	18-Feb-2007	14-Jul-2016	Vulpes vulpes	17643540	F22/03
EF377606	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Plato	2003	2003	2003	264	18-Feb-2007	14-Jul-2016	Felis catus	17643540	CT1/03
EF377607	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Ciénaga	2001	2001	2001	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C14/01
EF377608	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Ciénaga	2001	2001	2001	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C15/01
EF377609	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Pinto	2002	2002	2002	264	18-Feb-2007	14-Jul-2016	Vulpes vulpes	17643540	F15/01
EF377610	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	San Juan Nepomuceno	2001	2001	2001	264	18-Feb-2007	14-Jul-2016	Canis familiaris	17643540	C02/01
EF377611	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Pivijay	2004	2004	2004	264	18-Feb-2007	14-Jul-2016	Vulpes vulpes	17643540	F23/04
EF377612	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Barranquilla	1995	1995	1995	264	18-Feb-2007	14-Jul-2016	Homo sapiens	17643540	H06/95
